State,Year,Month,Indicator,Actual Deaths,Percent Pending Investigation,State Name
NC,2015,November,Methadone (T40.3),106,0.293697148,North Carolina
NC,2015,November,Cocaine (T40.5),309,0.293697148,North Carolina
NC,2015,October,Number of Drug Overdose Deaths,0,0.347183708,North Carolina
NC,2015,October,Cocaine (T40.5),297,0.347183708,North Carolina
NC,2015,October,"Synthetic opioids, excl. methadone (T40.4)",267,0.347183708,North Carolina
NH,2015,April,"Synthetic opioids, excl. methadone (T40.4)",219,0.102730931,New Hampshire
ND,2015,August,Number of Drug Overdose Deaths,70,0.284900285,North Dakota
ND,2015,October,Number of Drug Overdose Deaths,68,0.25799054,North Dakota
ND,2015,September,Number of Drug Overdose Deaths,71,0.284575982,North Dakota
NE,2015,April,Number of Drug Overdose Deaths,125,0.0059988,Nebraska
NE,2015,August,Number of Drug Overdose Deaths,131,0.005877167,Nebraska
NE,2015,December,Number of Drug Overdose Deaths,123,0.0,Nebraska
NE,2015,February,Number of Drug Overdose Deaths,129,0.006057302,Nebraska
NC,2015,May,Heroin (T40.1),319,0.363665023,North Carolina
ND,2015,November,Number of Drug Overdose Deaths,63,0.243378669,North Dakota
NC,2015,May,Psychostimulants with abuse potential (T43.6),44,0.363665023,North Carolina
NC,2015,October,Heroin (T40.1),344,0.347183708,North Carolina
US,2015,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,0.146196609,United States
US,2015,May,Natural & semi-synthetic opioids (T40.2),0,0.146196609,United States
NE,2015,July,Number of Drug Overdose Deaths,132,0.005905628,Nebraska
NE,2015,January,Number of Drug Overdose Deaths,121,0.006089763,Nebraska
NC,2015,October,Methadone (T40.3),109,0.347183708,North Carolina
NC,2015,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",615,0.347183708,North Carolina
NC,2015,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",815,0.347183708,North Carolina
NC,2015,September,Psychostimulants with abuse potential (T43.6),55,0.369995889,North Carolina
NC,2015,September,Number of Drug Overdose Deaths,0,0.369995889,North Carolina
NC,2015,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",814,0.369995889,North Carolina
NC,2015,September,"Opioids (T40.0-T40.4,T40.6)",0,0.369995889,North Carolina
NC,2015,September,Cocaine (T40.5),276,0.369995889,North Carolina
NC,2015,September,Heroin (T40.1),323,0.369995889,North Carolina
NC,2015,September,Natural & semi-synthetic opioids (T40.2),530,0.369995889,North Carolina
NC,2015,September,"Synthetic opioids, excl. methadone (T40.4)",269,0.369995889,North Carolina
NC,2015,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",611,0.369995889,North Carolina
NC,2015,September,Methadone (T40.3),112,0.369995889,North Carolina
ND,2015,April,Number of Drug Overdose Deaths,61,0.273184759,North Dakota
NC,2015,October,Natural & semi-synthetic opioids (T40.2),537,0.347183708,North Carolina
NC,2015,October,Psychostimulants with abuse potential (T43.6),50,0.347183708,North Carolina
NC,2015,October,"Opioids (T40.0-T40.4,T40.6)",0,0.347183708,North Carolina
NC,2015,May,Natural & semi-synthetic opioids (T40.2),493,0.363665023,North Carolina
US,2015,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.146196609,United States
ND,2015,December,Number of Drug Overdose Deaths,66,0.145433392,North Dakota
ND,2015,January,Number of Drug Overdose Deaths,65,0.275882097,North Dakota
NH,2015,May,Heroin (T40.1),100,0.102651839,New Hampshire
NH,2015,November,"Synthetic opioids, excl. methadone (T40.4)",304,0.127811861,New Hampshire
NH,2015,November,Heroin (T40.1),86,0.127811861,New Hampshire
NH,2015,November,Natural & semi-synthetic opioids (T40.2),70,0.127811861,New Hampshire
NH,2015,November,Number of Drug Overdose Deaths,444,0.127811861,New Hampshire
NH,2015,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",86,0.127811861,New Hampshire
NH,2015,November,"Opioids (T40.0-T40.4,T40.6)",407,0.127811861,New Hampshire
NH,2015,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",362,0.127811861,New Hampshire
NH,2015,November,Methadone (T40.3),23,0.127811861,New Hampshire
NH,2015,November,Cocaine (T40.5),48,0.127811861,New Hampshire
NH,2015,October,Number of Drug Overdose Deaths,449,0.127097102,New Hampshire
NH,2015,October,Cocaine (T40.5),50,0.127097102,New Hampshire
NH,2015,October,"Synthetic opioids, excl. methadone (T40.4)",308,0.127097102,New Hampshire
NH,2015,October,Heroin (T40.1),87,0.127097102,New Hampshire
US,2015,June,Methadone (T40.3),0,0.147394042,United States
US,2015,June,"Synthetic opioids, excl. methadone (T40.4)",0,0.147394042,United States
US,2015,January,Cocaine (T40.5),0,0.143178356,United States
US,2015,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.146002799,United States
US,2015,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,0.146002799,United States
US,2015,February,"Opioids (T40.0-T40.4,T40.6)",0,0.146002799,United States
US,2015,February,Heroin (T40.1),0,0.146002799,United States
NH,2015,October,"Opioids (T40.0-T40.4,T40.6)",412,0.127097102,New Hampshire
ND,2015,February,Number of Drug Overdose Deaths,65,0.274804744,North Dakota
NH,2015,October,Natural & semi-synthetic opioids (T40.2),69,0.127097102,New Hampshire
US,2015,June,Psychostimulants with abuse potential (T43.6),0,0.147394042,United States
ND,2015,July,Number of Drug Overdose Deaths,68,0.284575982,North Dakota
ND,2015,June,Number of Drug Overdose Deaths,71,0.286204923,North Dakota
ND,2015,March,Number of Drug Overdose Deaths,64,0.274606157,North Dakota
ND,2015,May,Number of Drug Overdose Deaths,67,0.273578114,North Dakota
NC,2015,May,Methadone (T40.3),118,0.363665023,North Carolina
NH,2015,April,Number of Drug Overdose Deaths,394,0.102730931,New Hampshire
NH,2015,October,Methadone (T40.3),21,0.127097102,New Hampshire
NH,2015,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",86,0.127097102,New Hampshire
NH,2015,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",366,0.127097102,New Hampshire
NH,2015,September,Number of Drug Overdose Deaths,449,0.118895966,New Hampshire
NH,2015,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",368,0.118895966,New Hampshire
NH,2015,September,"Opioids (T40.0-T40.4,T40.6)",413,0.118895966,New Hampshire
NH,2015,September,Cocaine (T40.5),51,0.118895966,New Hampshire
NH,2015,September,Heroin (T40.1),87,0.118895966,New Hampshire
NH,2015,September,Natural & semi-synthetic opioids (T40.2),69,0.118895966,New Hampshire
NH,2015,September,"Synthetic opioids, excl. methadone (T40.4)",313,0.118895966,New Hampshire
NH,2015,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",86,0.118895966,New Hampshire
NH,2015,September,Methadone (T40.3),21,0.118895966,New Hampshire
US,2015,June,"Opioids (T40.0-T40.4,T40.6)",0,0.147394042,United States
US,2015,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.147394042,United States
US,2015,June,Natural & semi-synthetic opioids (T40.2),0,0.147394042,United States
US,2015,June,Number of Drug Overdose Deaths,0,0.147394042,United States
US,2015,February,Natural & semi-synthetic opioids (T40.2),0,0.146002799,United States
US,2015,May,Number of Drug Overdose Deaths,0,0.146196609,United States
US,2015,May,"Synthetic opioids, excl. methadone (T40.4)",0,0.146196609,United States
WV,2015,May,Heroin (T40.1),184,0.166659159,West Virginia
WV,2015,May,Psychostimulants with abuse potential (T43.6),51,0.166659159,West Virginia
WV,2015,May,Natural & semi-synthetic opioids (T40.2),386,0.166659159,West Virginia
WV,2015,May,Methadone (T40.3),37,0.166659159,West Virginia
WV,2015,May,"Synthetic opioids, excl. methadone (T40.4)",164,0.166659159,West Virginia
WV,2015,May,Cocaine (T40.5),69,0.166659159,West Virginia
WV,2015,May,Number of Drug Overdose Deaths,681,0.166659159,West Virginia
WV,2015,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",493,0.166659159,West Virginia
WV,2015,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",412,0.166659159,West Virginia
WV,2015,March,Cocaine (T40.5),67,0.15537885,West Virginia
WV,2015,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",479,0.15537885,West Virginia
WV,2015,May,"Opioids (T40.0-T40.4,T40.6)",609,0.166659159,West Virginia
MA,2015,March,Number of Drug Overdose Deaths,0,1.343530384,Massachusetts
US,2015,September,Heroin (T40.1),0,0.150740136,United States
US,2015,September,Cocaine (T40.5),0,0.150740136,United States
US,2015,September,"Opioids (T40.0-T40.4,T40.6)",0,0.150740136,United States
US,2015,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.150740136,United States
US,2015,September,Number of Drug Overdose Deaths,0,0.150740136,United States
US,2015,September,Psychostimulants with abuse potential (T43.6),0,0.150740136,United States
US,2015,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.152932146,United States
US,2015,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,0.152932146,United States
WV,2015,March,Number of Drug Overdose Deaths,671,0.15537885,West Virginia
US,2015,October,Methadone (T40.3),0,0.152932146,United States
WV,2015,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",414,0.15537885,West Virginia
WV,2015,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",400,0.201884253,West Virginia
FL,2015,October,Number of Drug Overdose Deaths,0,0.030163753,Florida
FL,2015,September,Number of Drug Overdose Deaths,0,0.027678539,Florida
FL,2015,March,Number of Drug Overdose Deaths,0,0.033377663,Florida
FL,2015,May,Number of Drug Overdose Deaths,0,0.033149114,Florida
FL,2015,November,Number of Drug Overdose Deaths,0,0.032768252,Florida
WV,2015,July,"Synthetic opioids, excl. methadone (T40.4)",176,0.201884253,West Virginia
WV,2015,March,"Synthetic opioids, excl. methadone (T40.4)",143,0.15537885,West Virginia
WV,2015,March,Heroin (T40.1),183,0.15537885,West Virginia
WV,2015,March,"Opioids (T40.0-T40.4,T40.6)",599,0.15537885,West Virginia
WV,2015,March,Methadone (T40.3),39,0.15537885,West Virginia
WV,2015,March,Psychostimulants with abuse potential (T43.6),49,0.15537885,West Virginia
WV,2015,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",416,0.212065154,West Virginia
WV,2015,June,Heroin (T40.1),182,0.212065154,West Virginia
WV,2015,June,"Opioids (T40.0-T40.4,T40.6)",614,0.212065154,West Virginia
WV,2015,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",500,0.212065154,West Virginia
WV,2015,June,Natural & semi-synthetic opioids (T40.2),390,0.212065154,West Virginia
WV,2015,June,Psychostimulants with abuse potential (T43.6),50,0.212065154,West Virginia
WV,2015,June,Number of Drug Overdose Deaths,681,0.212065154,West Virginia
WV,2015,June,Methadone (T40.3),37,0.212065154,West Virginia
WV,2015,June,"Synthetic opioids, excl. methadone (T40.4)",167,0.212065154,West Virginia
WV,2015,June,Cocaine (T40.5),69,0.212065154,West Virginia
WV,2015,March,Natural & semi-synthetic opioids (T40.2),387,0.15537885,West Virginia
US,2015,May,Cocaine (T40.5),0,0.146196609,United States
US,2015,October,Natural & semi-synthetic opioids (T40.2),0,0.152932146,United States
US,2015,October,"Opioids (T40.0-T40.4,T40.6)",0,0.152932146,United States
US,2015,June,Heroin (T40.1),0,0.147394042,United States
NH,2015,April,Heroin (T40.1),106,0.102730931,New Hampshire
NH,2015,April,"Opioids (T40.0-T40.4,T40.6)",356,0.102730931,New Hampshire
NH,2015,April,Natural & semi-synthetic opioids (T40.2),78,0.102730931,New Hampshire
NH,2015,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.102730931,New Hampshire
NH,2015,April,Methadone (T40.3),30,0.102730931,New Hampshire
NH,2015,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",294,0.102730931,New Hampshire
US,2015,March,Number of Drug Overdose Deaths,0,0.14500079,United States
US,2015,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.14500079,United States
US,2015,March,Cocaine (T40.5),0,0.14500079,United States
US,2015,November,"Opioids (T40.0-T40.4,T40.6)",0,0.152393368,United States
US,2015,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,0.152393368,United States
US,2015,November,Psychostimulants with abuse potential (T43.6),0,0.152393368,United States
US,2015,November,Number of Drug Overdose Deaths,0,0.152393368,United States
US,2015,November,Natural & semi-synthetic opioids (T40.2),0,0.152393368,United States
US,2015,November,Heroin (T40.1),0,0.152393368,United States
US,2015,November,"Synthetic opioids, excl. methadone (T40.4)",0,0.152393368,United States
US,2015,May,Heroin (T40.1),0,0.146196609,United States
US,2015,May,Psychostimulants with abuse potential (T43.6),0,0.146196609,United States
US,2015,May,Methadone (T40.3),0,0.146196609,United States
US,2015,May,"Opioids (T40.0-T40.4,T40.6)",0,0.146196609,United States
US,2015,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,0.147394042,United States
US,2015,October,Psychostimulants with abuse potential (T43.6),0,0.152932146,United States
US,2015,March,Psychostimulants with abuse potential (T43.6),0,0.14500079,United States
US,2015,March,"Opioids (T40.0-T40.4,T40.6)",0,0.14500079,United States
US,2015,October,Heroin (T40.1),0,0.152932146,United States
US,2015,October,"Synthetic opioids, excl. methadone (T40.4)",0,0.152932146,United States
US,2015,October,Cocaine (T40.5),0,0.152932146,United States
US,2015,October,Number of Drug Overdose Deaths,0,0.152932146,United States
US,2015,September,Natural & semi-synthetic opioids (T40.2),0,0.150740136,United States
US,2015,November,Cocaine (T40.5),0,0.152393368,United States
US,2015,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,0.150740136,United States
NE,2015,June,Number of Drug Overdose Deaths,130,0.005952735,Nebraska
NE,2015,March,Number of Drug Overdose Deaths,131,0.006016485,Nebraska
NE,2015,May,Number of Drug Overdose Deaths,129,0.005979073,Nebraska
NE,2015,November,Number of Drug Overdose Deaths,126,0.0,Nebraska
NE,2015,October,Number of Drug Overdose Deaths,135,0.005852745,Nebraska
NE,2015,September,Number of Drug Overdose Deaths,135,0.00587475,Nebraska
US,2015,September,Methadone (T40.3),0,0.150740136,United States
US,2015,September,"Synthetic opioids, excl. methadone (T40.4)",0,0.150740136,United States
US,2015,November,Methadone (T40.3),0,0.152393368,United States
US,2015,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.152393368,United States
US,2015,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,0.14500079,United States
US,2015,March,Natural & semi-synthetic opioids (T40.2),0,0.14500079,United States
US,2015,March,"Synthetic opioids, excl. methadone (T40.4)",0,0.14500079,United States
US,2015,March,Heroin (T40.1),0,0.14500079,United States
US,2015,March,Methadone (T40.3),0,0.14500079,United States
WV,2015,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",496,0.201884253,West Virginia
US,2015,February,Number of Drug Overdose Deaths,0,0.146002799,United States
US,2015,February,Methadone (T40.3),0,0.146002799,United States
UT,2015,August,Heroin (T40.1),119,0.296735905,Utah
UT,2015,August,"Opioids (T40.0-T40.4,T40.6)",435,0.296735905,Utah
UT,2015,August,"Synthetic opioids, excl. methadone (T40.4)",61,0.296735905,Utah
UT,2015,August,Natural & semi-synthetic opioids (T40.2),360,0.296735905,Utah
MT,2015,April,Number of Drug Overdose Deaths,126,0.199831721,Montana
MT,2015,February,Number of Drug Overdose Deaths,125,0.210526316,Montana
MT,2015,January,Number of Drug Overdose Deaths,121,0.210482004,Montana
MT,2015,August,Number of Drug Overdose Deaths,121,0.163632645,Montana
UT,2015,December,Natural & semi-synthetic opioids (T40.2),364,0.319417204,Utah
MT,2015,December,Number of Drug Overdose Deaths,131,0.141399859,Montana
UT,2015,December,Psychostimulants with abuse potential (T43.6),149,0.319417204,Utah
UT,2015,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",391,0.319417204,Utah
UT,2015,February,Cocaine (T40.5),36,0.338477425,Utah
UT,2015,May,"Opioids (T40.0-T40.4,T40.6)",433,0.317100793,Utah
UT,2015,May,"Synthetic opioids, excl. methadone (T40.4)",66,0.317100793,Utah
UT,2015,May,Cocaine (T40.5),37,0.317100793,Utah
UT,2015,May,Number of Drug Overdose Deaths,599,0.317100793,Utah
UT,2015,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",417,0.317100793,Utah
UT,2015,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",384,0.317100793,Utah
UT,2015,March,Cocaine (T40.5),41,0.319215642,Utah
UT,2015,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",419,0.319215642,Utah
UT,2015,August,Methadone (T40.3),47,0.296735905,Utah
UT,2015,March,Number of Drug Overdose Deaths,606,0.319215642,Utah
UT,2015,August,Number of Drug Overdose Deaths,607,0.296735905,Utah
UT,2015,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",419,0.296735905,Utah
NC,2015,May,"Synthetic opioids, excl. methadone (T40.4)",245,0.363665023,North Carolina
NC,2015,May,Cocaine (T40.5),254,0.363665023,North Carolina
UT,2015,April,"Synthetic opioids, excl. methadone (T40.4)",62,0.307202185,Utah
UT,2015,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",426,0.307202185,Utah
UT,2015,April,Methadone (T40.3),46,0.307202185,Utah
UT,2015,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",392,0.307202185,Utah
UT,2015,April,Natural & semi-synthetic opioids (T40.2),364,0.307202185,Utah
UT,2015,April,"Opioids (T40.0-T40.4,T40.6)",442,0.307202185,Utah
UT,2015,April,Psychostimulants with abuse potential (T43.6),119,0.307202185,Utah
UT,2015,April,Heroin (T40.1),110,0.307202185,Utah
UT,2015,April,Cocaine (T40.5),40,0.307202185,Utah
UT,2015,April,Number of Drug Overdose Deaths,614,0.307202185,Utah
UT,2015,August,Psychostimulants with abuse potential (T43.6),120,0.296735905,Utah
UT,2015,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",429,0.319417204,Utah
UT,2015,December,Cocaine (T40.5),46,0.319417204,Utah
UT,2015,December,Methadone (T40.3),44,0.319417204,Utah
UT,2015,December,Heroin (T40.1),128,0.319417204,Utah
UT,2015,December,"Opioids (T40.0-T40.4,T40.6)",451,0.319417204,Utah
UT,2015,December,"Synthetic opioids, excl. methadone (T40.4)",63,0.319417204,Utah
UT,2015,December,Number of Drug Overdose Deaths,649,0.319417204,Utah
UT,2015,August,Cocaine (T40.5),37,0.296735905,Utah
UT,2015,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",390,0.296735905,Utah
NC,2015,May,"Opioids (T40.0-T40.4,T40.6)",0,0.363665023,North Carolina
UT,2015,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",389,0.319215642,Utah
UT,2015,March,"Synthetic opioids, excl. methadone (T40.4)",58,0.319215642,Utah
UT,2015,June,"Opioids (T40.0-T40.4,T40.6)",433,0.338237781,Utah
UT,2015,January,Methadone (T40.3),48,0.340981333,Utah
UT,2015,January,Number of Drug Overdose Deaths,619,0.340981333,Utah
UT,2015,January,Heroin (T40.1),114,0.340981333,Utah
UT,2015,January,Psychostimulants with abuse potential (T43.6),109,0.340981333,Utah
UT,2015,January,"Synthetic opioids, excl. methadone (T40.4)",68,0.340981333,Utah
UT,2015,January,Cocaine (T40.5),38,0.340981333,Utah
UT,2015,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",425,0.338477425,Utah
UT,2015,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",393,0.338477425,Utah
UT,2015,February,"Opioids (T40.0-T40.4,T40.6)",445,0.338477425,Utah
UT,2015,February,Heroin (T40.1),109,0.338477425,Utah
UT,2015,February,Natural & semi-synthetic opioids (T40.2),363,0.338477425,Utah
UT,2015,February,Number of Drug Overdose Deaths,606,0.338477425,Utah
UT,2015,February,"Synthetic opioids, excl. methadone (T40.4)",62,0.338477425,Utah
UT,2015,February,Methadone (T40.3),46,0.338477425,Utah
UT,2015,February,Psychostimulants with abuse potential (T43.6),111,0.338477425,Utah
UT,2015,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",442,0.340981333,Utah
UT,2015,January,"Opioids (T40.0-T40.4,T40.6)",464,0.340981333,Utah
UT,2015,January,Natural & semi-synthetic opioids (T40.2),375,0.340981333,Utah
WY,2015,June,Number of Drug Overdose Deaths,104,0.022286606,Wyoming
UT,2015,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",407,0.340981333,Utah
UT,2015,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",433,0.285218947,Utah
UT,2015,March,Natural & semi-synthetic opioids (T40.2),361,0.319215642,Utah
UT,2015,May,Heroin (T40.1),112,0.317100793,Utah
UT,2015,November,Heroin (T40.1),132,0.285218947,Utah
UT,2015,March,Heroin (T40.1),114,0.319215642,Utah
UT,2015,March,"Opioids (T40.0-T40.4,T40.6)",438,0.319215642,Utah
UT,2015,March,Methadone (T40.3),46,0.319215642,Utah
UT,2015,March,Psychostimulants with abuse potential (T43.6),117,0.319215642,Utah
UT,2015,May,Methadone (T40.3),44,0.317100793,Utah
UT,2015,May,Natural & semi-synthetic opioids (T40.2),356,0.317100793,Utah
UT,2015,May,Psychostimulants with abuse potential (T43.6),115,0.317100793,Utah
UT,2015,October,Psychostimulants with abuse potential (T43.6),147,0.301709688,Utah
UT,2015,October,"Opioids (T40.0-T40.4,T40.6)",457,0.301709688,Utah
UT,2015,October,Heroin (T40.1),131,0.301709688,Utah
UT,2015,October,"Synthetic opioids, excl. methadone (T40.4)",70,0.301709688,Utah
UT,2015,October,Cocaine (T40.5),38,0.301709688,Utah
UT,2015,October,Number of Drug Overdose Deaths,655,0.301709688,Utah
UT,2015,November,Cocaine (T40.5),42,0.285218947,Utah
UT,2015,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",387,0.338237781,Utah
UT,2015,November,Methadone (T40.3),41,0.285218947,Utah
UT,2015,November,"Opioids (T40.0-T40.4,T40.6)",456,0.285218947,Utah
UT,2015,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",395,0.285218947,Utah
UT,2015,November,Psychostimulants with abuse potential (T43.6),155,0.285218947,Utah
UT,2015,November,Number of Drug Overdose Deaths,657,0.285218947,Utah
UT,2015,November,Natural & semi-synthetic opioids (T40.2),369,0.285218947,Utah
UT,2015,November,"Synthetic opioids, excl. methadone (T40.4)",67,0.285218947,Utah
US,2015,February,"Synthetic opioids, excl. methadone (T40.4)",0,0.146002799,United States
NH,2015,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",330,0.102084219,New Hampshire
NH,2015,June,Number of Drug Overdose Deaths,416,0.103057369,New Hampshire
US,2015,January,Number of Drug Overdose Deaths,0,0.143178356,United States
US,2015,January,Heroin (T40.1),0,0.143178356,United States
US,2015,July,Cocaine (T40.5),0,0.147934447,United States
NH,2015,May,Methadone (T40.3),27,0.102651839,New Hampshire
NH,2015,May,"Opioids (T40.0-T40.4,T40.6)",365,0.102651839,New Hampshire
NH,2015,February,Cocaine (T40.5),37,0.104411381,New Hampshire
NH,2015,February,Methadone (T40.3),32,0.104411381,New Hampshire
NH,2015,February,"Synthetic opioids, excl. methadone (T40.4)",186,0.104411381,New Hampshire
NH,2015,February,Number of Drug Overdose Deaths,360,0.104411381,New Hampshire
NH,2015,February,Natural & semi-synthetic opioids (T40.2),85,0.104411381,New Hampshire
NH,2015,February,Heroin (T40.1),99,0.104411381,New Hampshire
NH,2015,February,"Opioids (T40.0-T40.4,T40.6)",325,0.104411381,New Hampshire
NH,2015,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",108,0.104411381,New Hampshire
NH,2015,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",267,0.104411381,New Hampshire
NH,2015,January,Cocaine (T40.5),34,0.044083936,New Hampshire
NH,2015,January,"Synthetic opioids, excl. methadone (T40.4)",171,0.044083936,New Hampshire
NH,2015,January,Heroin (T40.1),97,0.044083936,New Hampshire
NH,2015,January,Number of Drug Overdose Deaths,350,0.044083936,New Hampshire
NH,2015,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",79,0.136472194,New Hampshire
NH,2015,December,Natural & semi-synthetic opioids (T40.2),63,0.136472194,New Hampshire
NH,2015,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",340,0.136472194,New Hampshire
US,2015,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.143178356,United States
NH,2015,August,Natural & semi-synthetic opioids (T40.2),67,0.110600647,New Hampshire
US,2015,January,"Opioids (T40.0-T40.4,T40.6)",0,0.143178356,United States
US,2015,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,0.143178356,United States
US,2015,February,Psychostimulants with abuse potential (T43.6),0,0.146002799,United States
US,2015,February,Cocaine (T40.5),0,0.146002799,United States
US,2015,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,0.153226513,United States
US,2015,December,Psychostimulants with abuse potential (T43.6),0,0.153226513,United States
US,2015,December,Natural & semi-synthetic opioids (T40.2),0,0.153226513,United States
US,2015,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.153226513,United States
US,2015,December,Cocaine (T40.5),0,0.153226513,United States
US,2015,December,Methadone (T40.3),0,0.153226513,United States
US,2015,January,"Synthetic opioids, excl. methadone (T40.4)",0,0.143178356,United States
US,2015,January,Psychostimulants with abuse potential (T43.6),0,0.143178356,United States
US,2015,June,Cocaine (T40.5),0,0.147394042,United States
US,2015,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,0.147934447,United States
US,2015,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.147934447,United States
US,2015,July,"Synthetic opioids, excl. methadone (T40.4)",0,0.147934447,United States
US,2015,July,"Opioids (T40.0-T40.4,T40.6)",0,0.147934447,United States
US,2015,July,Number of Drug Overdose Deaths,0,0.147934447,United States
US,2015,July,Heroin (T40.1),0,0.147934447,United States
US,2015,July,Psychostimulants with abuse potential (T43.6),0,0.147934447,United States
NH,2015,May,Natural & semi-synthetic opioids (T40.2),76,0.102651839,New Hampshire
US,2015,July,Natural & semi-synthetic opioids (T40.2),0,0.147934447,United States
US,2015,July,Methadone (T40.3),0,0.147934447,United States
US,2015,January,Natural & semi-synthetic opioids (T40.2),0,0.143178356,United States
NH,2015,June,Natural & semi-synthetic opioids (T40.2),76,0.103057369,New Hampshire
NH,2015,August,"Synthetic opioids, excl. methadone (T40.4)",281,0.110600647,New Hampshire
NH,2015,August,Heroin (T40.1),86,0.110600647,New Hampshire
NH,2015,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",95,0.102651839,New Hampshire
NH,2015,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",305,0.102651839,New Hampshire
NH,2015,May,Number of Drug Overdose Deaths,402,0.102651839,New Hampshire
